sciper;labAcronyme;siteUrl;doublon;clusters;idSite
181574;LCSO;https://www.epfl.ch/labs/lcso;;Chemical biology|Organic chemistry;83YwRvvwnYaFnXeoE
181577;LCPT;https://www.epfl.ch/labs/lcpt;;Computational chemistry|Applied and computational mathematics|Computational physics;tg5E3vgLkbH89qXKN
181579;EGG;http://egg.epfl.ch;;Algebra and number theory|Mathematical analysis|Geometry and topology;GpkFXsZMi3XrZtedM
182237;LSI;https://www.epfl.ch/labs/lsi;;;BYAHLThvauvRL7LPt
182281;ECHO;https://www.epfl.ch/labs/echo;;Ecology and biogeochemical cycles|Human-environment interactions;zrvpSXZQ8TtwtCMtq
182443;LBM;https://www.epfl.ch/labs/lbm;;Bioimaging|Biophysics|Computational biology|Molecular and celluar biology|Structural biology;jLrkshgX6Q5FXxNTe
182444;LPQM;https://www.epfl.ch/labs/k-lab;;Optics and photonics|Quantum technology;pET8kJCfzbqczSzg8
182447;LMSC;https://www.epfl.ch/labs/lmsc;;Renewable energy|Microscopy spectromicroscopy and imaging|Nanosciences|Crystal structure and properties;KQ7zRmLaLR2DHeFrL
183105;UPSCHOONJANS;https://www.epfl.ch/labs/schoonjans-lab;;Metabolism|Molecular and celluar biology|Rodents;SoiNYvHkbGYvM6Bqa
183120;DCG;https://www.epfl.ch/labs/dcg;;Discrete mathematics|Geometry and topology;mCwd2PikCEJP7jxQp
183120;MNS;https://www.epfl.ch/labs/mns;;Discrete mathematics|Geometry and topology;gJvAszoDKhPs2wnLi
183121;DISOPT;https://www.epfl.ch/labs/disopt;;Discrete mathematics;9EupwuxNndvz7dHy8
184705;CNPA;https://www.epfl.ch/labs/cnpa;;Art and expression|Project and design;5jA4X5Hf4ycGWChRR
185233;LISP;https://www.epfl.ch/labs/auwerx-lab;;Genetics|Genomics|Metabolism|Molecular and celluar biology|Rodents|Translational research;KRpSyfDGXScyegm6n
188690;LMTS;https://www.epfl.ch/labs/lmts;;Advanced manufacturing|Flexible electronics|Micro and nanosystems;5QcaSHiwtQWwWEPGk
189915;ANMC;https://www.epfl.ch/labs/anmc;;Applied and computational mathematics;3MnYW6mBv9FPLkcG7
189937;LEB;https://www.epfl.ch/labs/leb;;Biophysics|Microscopy spectromicroscopy and imaging;QwugRNXNfwWv9cSDu
189938;LFMI;https://www.epfl.ch/labs/lfmi;;Energy systems|Soft matter and flexible structures;wnvrXmsRj5DRP9cGx
190188;LNET;https://www.epfl.ch/labs/lnet;;Energy systems;LkM99NKWMSXmtR9xb
190315;LMOM;https://www.epfl.ch/labs/lmom;;Bio-inspired designs and systems|Flexible electronics;rBKxvxmN3SYTPrrdw
190693;CLSE;https://www.epfl.ch/labs/clse;;Micro and nanosystems|Personalized health;EuCMc4ZRJtok8DYjg
192269;UPBLO;https://www.epfl.ch/labs/blokesch-lab;;Genetics|Infection|Microbiology|Molecular and celluar biology;E33FeDmfbmk3u2Kdx
192826;CMSO;https://www.epfl.ch/labs/hanahan-lab;;Cancer|Immunity|Molecular and celluar biology|Rodents|Translational research;gZXHMRSBZHNWFMgM9
192826;UPHUMMEL;https://www.epfl.ch/labs/hummel-lab;;Cancer|Immunity|Molecular and celluar biology|Rodents|Translational research;yzG2hQ9qeJFarFPoc
192951;LUMES;https://www.epfl.ch/labs/lumes;;Atomic and molecular physics|Magnetism|Microscopy spectromicroscopy and imaging|Nanosciences|Quantum photonics|Strongly correlated electron systems|Surface physics and low-dimensional systems|Ultrafast spectroscopy and optics;LtoGvGQQ2SuYkn9m7
194090;TCL;https://tcl.epfl.ch;;Internet of things;Cw76YxHw9CCMkzHDc
196500;LGG;https://lgg.epfl.ch;;Artificial Intelligence (AI) |Machine Learning (ML)|Computer graphics|Human-computer interaction (HCI);yvecXZsKwW9jhy7yo
196675;LUTS;https://www.epfl.ch/labs/luts;;Transportation and networks;gyQHEX4XsXRp9mmtK
196838;UPRAMDYA;https://www.epfl.ch/labs/ramdya-lab;;Bioimaging|Biophysics|Computational biology|Drosophila|Neuroscience|Neurotechnology;qMzK2DnR9cGCyYnQd
196998;SUNMIL;https://sunmil.epfl.ch;;Bio-inspired designs and systems|Soft matter and flexible structures;mjAH52fmBydGTC2TZ
198189;EESD;https://www.epfl.ch/labs/eesd;;Structure and materials;XDRt2G4LCjBt4yz2h
199128;LIONS;https://www.epfl.ch/labs/lions;;Data and network sciences|Learning and decision systems;fLeBYKQCAwoqBDmEh
199129;LBNI;https://www.epfl.ch/labs/lbni;;Bio-inspired designs and systems|Advanced manufacturing|Flexible electronics|Imaging and vision|Micro and nanosystems|Optics and photonics|Personalized health|Robotics and autonomous systems|Soft matter and flexible structures;G2pttnAsK5j84r5jn
199130;LAPD;https://www.epfl.ch/labs/lapd;;Advanced manufacturing|Imaging and vision|Micro and nanosystems|Optics and photonics;NeXfErGg8KWPXzack
199993;EPSL;https://www.epfl.ch/labs/epsl;;;WCvR7QGsmDtyRdvRG
201226;GR-JET;http://grjet.epfl.ch;;Algebra and number theory|Geometry and topology;BZybM2oW6AP7gF6rG
201483;LWE;https://www.epfl.ch/labs/lwe;;Energy systems|Imaging and vision|Optics and photonics|Space technology;e8fTSqTxM4Ded6Cy6
203973;GR-NAVEIRAS;https://www.epfl.ch/labs/naveiras-lab;;Cancer|Humans|Metabolism|Molecular and celluar biology|Translational research;gXWC33wEexd3yuMxK
205917;DATA;https://data.epfl.ch;;Algorithms & theoretical computer science|Data management|Information retrieval|Programming languages & formal methods|Systems;WSndbq4HHbNrrAr26
205918;TOX;https://www.epfl.ch/labs/tox;;Ecology and biogeochemical cycles|Water and waste engineering;eDoN6esCW4kb3QJgY
206332;LSPN;https://www.epfl.ch/labs/lspn;;Organic chemistry;HS3biXKX2EuHvB5go
206338;LCSA;https://www.epfl.ch/labs/lcsa;;Organic chemistry;tCf3WEFwF4nE6LbJB
207237;LA3;https://www.epfl.ch/labs/la;;Advanced manufacturing|Energy systems|Internet of things|Learning and decision systems|Robotics and autonomous systems;FA4pgw5a7mtxdzw6C
207354;LRESE;https://www.epfl.ch/labs/lrese;;Energy systems;yGTbEpH8RSskqEpYP
208625;LSBI;https://www.epfl.ch/labs/lsbi;;Neurotechnology|Flexible electronics|Neural engineering and prosthetics|Personalized health|Soft matter and flexible structures;3ya37hagEQQYH7KJk
209207;LBP;https://lbp.epfl.ch;;Optics and photonics|Soft matter and flexible structures;6AYvzyfwoBsw4tNfr
209845;UPHAN;https://www.epfl.ch/labs/hantschel-lab;;Cancer;63xSAtLPzYtxCZctQ
210230;THEOS;https://www.epfl.ch/labs/theos;;Advanced manufacturing|Data and network sciences;ZTe7rbJakhHDmLhgG
210231;PHOSL;https://www.epfl.ch/labs/phosl;;Optics and photonics;ghYdRCfAhftPEYxjR
210253;LTQE;https://www.epfl.ch/labs/ltqe;;Atmosphere and climate|Water and waste engineering;Dp6eo2xrSnvZ7oLdD
211624;LAMMM;https://www.epfl.ch/labs/lammm;;Advanced manufacturing;RXFKMiv43WMDPRxe8
212341;LMGN;https://www.epfl.ch/labs/lmgn;;Micro and nanosystems|Optics and photonics;umqBhj2kC3KYHEAuD
212964;UPMEYLAN;https://www.epfl.ch/labs/meylan-lab;;Cancer|Development|Molecular and celluar biology|Rodents|Translational research;3oce923DmJShtsYyQ
213145;UPDEPALMA;https://www.epfl.ch/labs/depalma-lab;;Cancer|Humans|Molecular and celluar biology|Rodents|Translational research;gZasnCnweDS2aLB7g
213189;CSF;https://www.epfl.ch/labs/csf;;Asset Pricing and Financial Markets|Financial Technology|Financial Institutions and Regulation;SrhBu8Gs8NWtnAA3R
213189;SFI-EM;https://www.epfl.ch/labs/sfi-em;;Asset Pricing and Financial Markets|Financial Technology|Financial Institutions and Regulation;4HTByjSCuFskw3zRH
213189;SFI-JH;https://www.epfl.ch/labs/sfi-jh;;Asset Pricing and Financial Markets|Financial Technology|Financial Institutions and Regulation;nWTwNkjCin9KbhfQd
213189;SFI-PCD;https://www.epfl.ch/labs/sfi-pcd;;Asset Pricing and Financial Markets|Financial Technology|Financial Institutions and Regulation;MheKu9bYkWqu7r4Cy
213189;SFI-RF;https://www.epfl.ch/labs/sfi-rf;;Asset Pricing and Financial Markets|Financial Technology|Financial Institutions and Regulation;uv9oBxmH6brtqyvQa
213189;SFI-SM;https://www.epfl.ch/labs/sfi-sm;;Asset Pricing and Financial Markets|Financial Technology|Financial Institutions and Regulation;7ykCnJkupTiZgPX42
213191;ANCHP;https://anchp.epfl.ch;;Applied and computational mathematics;qSZuaqggvR6WhytDD
213497;GR-FE;https://www.epfl.ch/labs/fellay-lab;;Computational biology|Genetics|Genomics|Humans|Immunity;h9wJ4hXTHpQnZWNXA
216550;OES;https://www.epfl.ch/labs/oes;;Optimization|Entrepreneurial strategies|Technology commercialization|Operations & Supply chain management;QK7zj9zENTeA9TPJA
217627;LCBIM;https://www.epfl.ch/labs/lcbim;;Chemical biology|Organic chemistry;WmRXXnJ5mtE7MWMmX
218366;TNE;https://www.epfl.ch/labs/tne;;Neurotechnology;eWdApBaF5Gads2jYp
218367;RRL;https://www.epfl.ch/labs/rrl;;Robotics and autonomous systems;idJfnXyiNFAurxqtv
220184;UPCOURTINE;https://www.epfl.ch/labs/courtine-lab;;Humans|Motor control|Neurotechnology|Primates|Translational research;iEqXWQc9tcDWbn4p4
220185;LGB;https://www.epfl.ch/labs/lgb;;Atmosphere and climate|Ecology and biogeochemical cycles;ADC5ZRKZjimNFq6Wh
221094;APRL;https://www.epfl.ch/labs/aprl;;Atmosphere and climate|Environmental modeling and monitoring;td8CHmSkbogN7ozrh
223776;FAR;https://www.epfl.ch/labs/far;;Construction and sustainable development;HbhnEFszENwWDHzTG
224007;LCBM;https://www.epfl.ch/labs/lcbm;;Chemical biology|Physical chemistry;WfoSmdkbfhom5CaDH
225189;EAST;https://www.epfl.ch/labs/east;;Project and design;86qSyL8C6HGNQzXbR
228965;LRS;https://www.epfl.ch/labs/lrs;;Reactor physics;pivyaKfi7uNvXDnCS
229105;DCSL;https://www.epfl.ch/labs/dcsl;;Networking|Systems;2qbQauFRfZzKNic7X
231181;BIOS;https://www.epfl.ch/labs/bios;;Bio-inspired designs and systems|Advanced manufacturing|Imaging and vision|Micro and nanosystems|Optics and photonics|Personalized health;JwuDge3igEcS3oRjE
231182;ECPS;https://www.epfl.ch/labs/ecps;;Future of computing|Soft matter and flexible structures;4KLJquakYMhyAAu2c
231890;FIMAP;https://fimap.epfl.ch;;Optics and photonics;faQKm3b4tYwqZ8qER
232231;MCSS;https://www.epfl.ch/labs/mcss;;Applied and computational mathematics;AL42HR4ZaWRXaPwxf
235263;UPSUTER;https://www.epfl.ch/labs/suter-lab;;Computational biology|Genetics|Genomics|Molecular and celluar biology;956ePRy9qyubMMmcm
235586;COSMO;https://www.epfl.ch/labs/cosmo;;Advanced manufacturing|Data and network sciences;wLqRqGTHk578rwSos
235589;CAMA;https://www.epfl.ch/labs/cama;;Mathematical analysis;SeJvLutDmvcijsr8D
236660;FORM;https://www.epfl.ch/labs/form;;Project and design;m4EErf2rvBmkaQGcM
239987;RAO;https://www.epfl.ch/labs/rao;;Optimization|Business analytics|Operations & Supply chain management;4ywxooHfiRaiHj9Jw
239988;GR-KRO;https://www.epfl.ch/labs/gcb;;Renewable energy;z5H443i3r5idKTQWk
240229;GR-DIL;https://www.epfl.ch/labs/sois;;Microscopy spectromicroscopy and imaging|Nanosciences|Strongly correlated electron systems|Surface physics and low-dimensional systems;guuZyevnkJNRSMhc9
240723;LNB;https://www.epfl.ch/labs/lnb;;Analytical chemistry|Chemical engineering|Renewable energy|Nanosciences;Y2W4RXrTuMwTHRhKL
240724;SMAL;https://www.epfl.ch/labs/smal;;Bio-inspired designs and systems|Advanced manufacturing|Personalized health|Soft matter and flexible structures;rknP8GEH9JwMsyAiB
240725;UPGRAEFF;https://www.epfl.ch/labs/graefflab;;Behavior and cognition|Molecular and celluar biology|Neuroscience|Rodents;QyEdH5KJq8NqicPmt
240726;VLSC;https://www.epfl.ch/labs/vlsc;;Computer architecture and integrated systems|Programming languages & formal methods|Systems;qnJJzsJZG6dMkEm7R
242254;LSMO;https://www.epfl.ch/labs/lsmo;;Chemical engineering|Computational chemistry|Renewable energy|Computational physics;ND88C2CdH4Sx9xYW4
243438;PEL;https://www.epfl.ch/labs/pel;;Energy systems;BeA9as8bpmyTTAphX
243441;LMTM;https://www.epfl.ch/labs/lmtm;;Advanced manufacturing|Space technology;ApFtnpb9gMuWjPnXT
246669;UPABLASSER;https://www.epfl.ch/labs/ablasserlab;;Humans|Immunity|Infection|Molecular and celluar biology|Rodents|Translational research;ftg3c7fESGPu9fh3J
251247;LMER;https://www.epfl.ch/labs/lmer;;Chemical engineering|Renewable energy;b3e3vLdKrk7bTdSso
251248;LRM;https://www.epfl.ch/labs/lrm;;Analytical chemistry|Physical chemistry|Nanosciences;xtkdwgtG5Gn6iki43
251746;IIPP;https://www.epfl.ch/labs/iipp;;Management of innovation|Technology commercialization|Innovation policy|Intellectual property rights policy and regulation|Technology and public policy;YpjFxtLmRu84WyC34
252123;POWERLAB;https://www.epfl.ch/labs/powerlab;;Energy systems|Micro and nanosystems;dBFJ9ADAJMCvFEuNg
252550;UNFOLD;https://www.epfl.ch/labs/unfold;;;4zhexBS9pP2WCX8GW
253102;SBER;https://www.epfl.ch/labs/sber;;Ecology and biogeochemical cycles|Alpine and polar environment;JEAgATa9WbPJHTEdd
253103;LPDI;https://www.epfl.ch/labs/lpdi;;Personalized health;cZKoENoQvGGPH4HhJ
253104;UPORICCHIO;https://www.epfl.ch/labs/oricchiolab;;Cancer|Genomics|Molecular and celluar biology|Rodents|Translational research;oWyudNwFLBfRMc87o
253110;LFIM;https://www.epfl.ch/labs/lfim;;Chemical engineering|Inorganic chemistry|Nanosciences;36JnFkiYMgFtEHpgk
253136;HOBEL;https://www.epfl.ch/labs/hobel;;Civil engineering and ENAC;iSb8Wm3xS7XN7ciwY
254787;LNE;https://www.epfl.ch/labs/lne;;Bio-inspired designs and systems|Neurotechnology|Flexible electronics|Micro and nanosystems|Neural engineering and prosthetics|Personalized health|Soft matter and flexible structures;YsRHyYw8hhWxodmes
257875;DEDIS;https://www.epfl.ch/labs/dedis;;Networking|Security, privacy & cryptography|Systems;Zc2axHC6NTcQRpLTt
258069;GEL;https://www.epfl.ch/labs/gel;;Geosystems and natural resources;SnTs8mzjaWeAp8DyZ
258084;LEMR;https://www.epfl.ch/labs/lemr;;Geosystems and natural resources;PANsArMYesvLJJ4yD
263127;LNCE;https://www.epfl.ch/labs/lnce;;Chemical engineering|Inorganic chemistry|Renewable energy|Nanosciences;rsz9d87NXoxBR4HQo
263766;LAS;https://www.epfl.ch/labs/las;;Chemical engineering|Renewable energy|Nanosciences;9Qy2zCvWYjgQz9A9s
263767;PCSL;https://www.epfl.ch/labs/pcsl;;Biophysics|Condensed matter theory|Statistical mechanics and quantum information|Theoretical Physics;LcSCdrXd9zk2vkmev
263768;UPSALATHE1;https://www.epfl.ch/labs/salathelab;;Computational biology|Crowdsourcing & citizen science |Data management|Information retrieval|Networking;SCP8tZ79QSmBKCWPz
263769;UPMCCABE;https://mccabelab.epfl.ch;;Drosophila|Genetics|Molecular and celluar biology|Neuroscience;b3Hyqc2s5gNxrGngS
263770;ACHT;https://www.epfl.ch/labs/acht;;Theory and history;pvmpr7oASeLwygNRb
263771;TIS;https://www.epfl.ch/labs/tis;;Business analytics|Entrepreneurial strategies|Information society and digitalization policies and regulation;LDnxS52xDEYLo6yjr
265222;HERUS;https://www.epfl.ch/labs/herus;;Human-environment interactions|Sustainable energy systems;wasdzDSCHj2vg7YaH
265223;RESSLAB;https://www.epfl.ch/labs/resslab;;Structure and materials;SPkuYgGec8p9CjegL
265224;SXL;https://www.epfl.ch/labs/sxl;;Construction and sustainable development|Civil engineering and ENAC;reHXif8TpBorx2gq8
265226;RGL;http://rgl.epfl.ch;;Computer graphics|Signal & image processing;huQ6jBLEGmz4XXkfz
265227;MICROBS;https://www.epfl.ch/labs/microbs;;Bio-inspired designs and systems|Advanced manufacturing|Micro and nanosystems|Robotics and autonomous systems|Soft matter and flexible structures;5u9eJPGYaMp8cYkYv
266889;FSL;https://www.epfl.ch/labs/fsl;;Astrophysics and gravitation|Fundamental interactions and cosmology|Theoretical Physics;wxiu4R9mRDDHAS9cA
270291;SLAB;https://www.epfl.ch/labs/slab;;Environmental modeling and monitoring|Alpine and polar environment;JteweDggymdD6rboj
270833;CAG;https://www.epfl.ch/labs/cag;;Algebra and number theory|Geometry and topology;LL34g7wFzkHbqPp9W
270835;UPPERSAT;https://www.epfl.ch/labs/persat-lab;;Bioimaging|Biophysics|Computational biology|Microbiology|Molecular and celluar biology;aQ3mgnFCu7kbqE5ed
270858;PBL;https://pbl.epfl.ch;;Bio-inspired designs and systems|Personalized health|Soft matter and flexible structures;cdepFQrsquKqF3C27
270859;LBI;https://www.epfl.ch/labs/tang-lab;;Bio-inspired designs and systems|Personalized health;Eefa5ofvyHMbNZdBc
276449;MLO;https://www.epfl.ch/labs/mlo;;Algorithms & theoretical computer science|Artificial Intelligence (AI) |Machine Learning (ML);wXQNuu6nLj4bKYBYD
276451;UPOATES;https://www.epfl.ch/labs/oateslab;;Bioimaging|Biophysics|Computational biology|Development|Fish;hEZqA2if4jrNJPzW3
276451;IBI;https://www.epfl.ch/research/domains/bioengineering;;Bioimaging|Biophysics|Computational biology|Development|Fish;bG4S3cjpxJ5NqZaX7
278363;EMSI;https://www.epfl.ch/labs/emsi;;Advanced manufacturing|Imaging and vision|Optics and photonics|Soft matter and flexible structures;hwQj7CHt8uTYPdnBn
278364;DLAB;https://dlab.epfl.ch;;Artificial Intelligence (AI) |Machine Learning (ML)|Data management|Information retrieval|Human-computer interaction (HCI)|Data science;NX2yeg5Mmpa5s2Tx9
280037;TN;http://www.epfl.ch/labs/tn;;Algebra and number theory;m5x5XDmNMgYnvwwD7
280038;EMPLUS;https://www.epfl.ch/labs/emplus;;Digital humanities|Big data and AI|Immersive visualization technologies, aesthetics and cultural (big) data|Tangible and intangible cultural heritage and archives|Advanced computer sciences, expanded perception and interaction|Communication sciences, computational modelling and creativity|Digital media and aesthetics|Popular and digital culture and cultural policy and property;vFcKczvhYbKEQb3Dg
283341;TEBEL;https://www.epfl.ch/labs/tebel;;Civil engineering and ENAC;fpn2L2TgR5asrtSGa
283343;FLEXLAB;https://www.epfl.ch/labs/flexlab;;Bio-inspired designs and systems|Flexible electronics|Imaging and vision|Robotics and autonomous systems|Soft matter and flexible structures;Xu4PBcC2xAGW9Y7Ch
287093;UPBARTH;https://www.epfl.ch/labs/barth-lab;;Biophysics|Cancer|Computational biology|Molecular and celluar biology|Structural biology;e8mt4H2QNcThDJxcG
290659;SPRING;https://www.epfl.ch/labs/spring;;Data management|Information retrieval|Security, privacy & cryptography;ZRb5xsowowBZAwJB7
290660;AMCV;https://www.epfl.ch/labs/amcv;;Mathematical analysis;G7crJmLegBja5WCdj
290661;LPBS;https://www.epfl.ch/labs/lpbs;;Biophysics;L6SHP8HtMbByNZNPj
292067;QMAT;https://www.epfl.ch/labs/qmat;;Quantum technology;WpMinYL4k9Y2qYMpR
296806;LUXS;https://www.epfl.ch/labs/luxs;;Physical chemistry|Atomic and molecular physics|Microscopy spectromicroscopy and imaging|Ultrafast spectroscopy and optics;NCtWjfN68vY2mmPna
296807;LAPI;https://www.epfl.ch/labs/lapi;;Atmosphere and climate|Environmental modeling and monitoring|Human-environment interactions;FvtN4rwfQBd73ddwR
301144;LEAGO;https://www.epfl.ch/labs/leago;;Chemical biology|Organic chemistry;n55G8HrAiyzu4aXiv
301145;LAFT;https://www.epfl.ch/labs/laft;;Advanced manufacturing;FetrqdNnP5qwZja7Z
301146;DANGELOLAB;https://www.epfl.ch/labs/dangelo-lab;;Bioimaging|Metabolism|Molecular and celluar biology|Neuroscience|Rodents;vCwZGZWtcnt9LP8Bq
303470;HEXHIVE;https://hexhive.epfl.ch;;Programming languages & formal methods|Security, privacy & cryptography|Systems;5NxL9bf533MGkvwR3
304533;RGM;https://www.epfl.ch/labs/rgm;;Probability and stochastics;BRKDFmaos4cTuG8Jq
